"setting","mean_riskiness","median_riskiness","sd_riskiness","min_riskiness","max_riskiness"
"Household",1.02886170141753,1.00000000000315,0.186587853348774,0.568290154482085,1.77685185009502
"Leisure",1.08920063442066,1.00000000159134,0.391407477932518,0.505887362212391,4.62476526648363
"School",1.04905414158393,1.00000929009302,0.310508810474175,0.582536005762531,2.48038667549954
"Workplace",1.10048641816509,1.00000000089735,0.453618968848438,0.484460155351899,8.33701025115442
